PPI_partner.Gene,PPI_partner.ORF,Ortholog.Species,State,PPI.NA,Ortholog.GeneA,Ortholog.GeneB,Ortholog.GeneAnc,PPI.Ortholog.GeneA,PPI.Ortholog.GeneB,PPI.Ortholog.Anc,PPI.A_div_B,PPI.Scer,PPI.Vehicle
YDR068W,DOS2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2366.75,7388.25,,0.32033972862315163,8460.5,5507.0
YDR068W,DOS2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5358.0,14930.25,,0.35886873963932286,8460.5,5507.0
YDR068W,DOS2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,11769.75,8008.0,,1.469749000999001,8460.5,5507.0
YDR068W,DOS2,C.glabrata,B,No,,CAGL0H03553g,,,2745.75,,0.0003641992169716835,8460.5,5507.0
YDR068W,DOS2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,6076.5,13301.5,,0.4568281772732399,8460.5,5507.0
YDR068W,DOS2,S.kudriavzevii,A,No,Skud_16.75,,,6365.5,,,6365.5,8460.5,5507.0
YDR068W,DOS2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,20118.25,1.0,8460.5,5507.0
YDR068W,DOS2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,21730.5,17031.25,,1.2759192660550458,8460.5,5507.0
YDR068W,DOS2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5507.0,5507.0,5507.0,1.0,8460.5,5507.0
YDR068W,DOS2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,6621.5,1.0,8460.5,5507.0
YDR068W,DOS2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,6815.25,,,6815.25,8460.5,5507.0
YDR068W,DOS2,S.cerevisiae,A,No,YPL204W,,,8461.5,,,8461.5,8460.5,5507.0
YDR068W,DOS2,S.mikatae,A,No,Smik_6.409,,,8268.0,,,8268.0,8460.5,5507.0
YFR044C,DUG1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,5182.5,11536.5,,0.449226368482642,8662.0,4714.0
YFR044C,DUG1,S.cerevisiae,A,No,YPL204W,,,8663.0,,,8663.0,8662.0,4714.0
YFR044C,DUG1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,21827.0,13094.0,,1.666946693141897,8662.0,4714.0
YFR044C,DUG1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,9006.75,,,9006.75,8662.0,4714.0
YFR044C,DUG1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,7752.0,6104.5,,1.2698828732901957,8662.0,4714.0
YFR044C,DUG1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4752.0,1.0,8662.0,4714.0
YFR044C,DUG1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,15317.75,1.0,8662.0,4714.0
YFR044C,DUG1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,13113.75,9638.75,,1.3605239268577356,8662.0,4714.0
YFR044C,DUG1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6380.0,15274.25,,0.4176964499075241,8662.0,4714.0
YFR044C,DUG1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3363.0,5343.75,,0.6293333333333333,8662.0,4714.0
YFR044C,DUG1,S.kudriavzevii,A,No,Skud_16.75,,,5282.5,,,5282.5,8662.0,4714.0
YFR044C,DUG1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5510.75,12449.75,,0.4426394104299283,8662.0,4714.0
YFR044C,DUG1,C.glabrata,B,No,,CAGL0H03553g,,,5185.5,,0.00019284543438434094,8662.0,4714.0
YFR044C,DUG1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4714.0,4714.0,4714.0,1.0,8662.0,4714.0
YFR044C,DUG1,S.mikatae,A,No,Smik_6.409,,,7644.0,,,7644.0,8662.0,4714.0
YDR385W,EFT2,S.mikatae,A,No,Smik_6.409,,,6702.75,,,6702.75,6138.0,4778.0
YDR385W,EFT2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,527.0,16346.0,,0.03224030343815001,6138.0,4778.0
YDR385W,EFT2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5084.0,18925.0,,0.26863936591809773,6138.0,4778.0
YDR385W,EFT2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,18560.0,12646.25,,1.467628743698725,6138.0,4778.0
YDR385W,EFT2,S.kudriavzevii,A,No,Skud_16.75,,,4729.5,,,4729.5,6138.0,4778.0
YDR385W,EFT2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,11230.25,1.0,6138.0,4778.0
YDR385W,EFT2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2352.0,3531.75,,0.6659588022934806,6138.0,4778.0
YDR385W,EFT2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4704.5,18819.0,,0.24998671555343005,6138.0,4778.0
YDR385W,EFT2,C.glabrata,B,No,,CAGL0H03553g,,,3771.0,,0.00026518164942985947,6138.0,4778.0
YDR385W,EFT2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4778.0,4778.0,4778.0,1.0,6138.0,4778.0
YDR385W,EFT2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,5799.0,1.0,6138.0,4778.0
YDR385W,EFT2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6174.75,4987.0,,1.2381692400240625,6138.0,4778.0
YDR385W,EFT2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,26154.25,8881.5,,2.944800990823622,6138.0,4778.0
YDR385W,EFT2,S.cerevisiae,A,No,YPL204W,,,6139.0,,,6139.0,6138.0,4778.0
YDR385W,EFT2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,5288.25,,,5288.25,6138.0,4778.0
YNL084C,END3,C.glabrata,B,No,,CAGL0H03553g,,,3829.0,,0.00026116479498563595,6148.0,1158.5
YNL084C,END3,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,20893.0,4476.5,,4.667262370155255,6148.0,1158.5
YNL084C,END3,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,41273.5,3859.25,,10.694694565006154,6148.0,1158.5
YNL084C,END3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,10873.5,3692.0,,2.945151679306609,6148.0,1158.5
YNL084C,END3,T.delbrueckii,Anc,No,,,TDEL0E05230,,,29421.5,1.0,6148.0,1158.5
YNL084C,END3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,10753.0,22303.0,,0.4821324485495225,6148.0,1158.5
YNL084C,END3,S.kudriavzevii,A,No,Skud_16.75,,,9003.75,,,9003.75,6148.0,1158.5
YNL084C,END3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1592.0,10595.5,,0.15025246566938794,6148.0,1158.5
YNL084C,END3,S.bayanusvar.uvarum,A,No,Suva_16.102,,,16699.0,,,16699.0,6148.0,1158.5
YNL084C,END3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,1292.5,23976.25,,0.053907512642719355,6148.0,1158.5
YNL084C,END3,S.cerevisiae,A,No,YPL204W,,,6149.0,,,6149.0,6148.0,1158.5
YNL084C,END3,S.mikatae,A,No,Smik_6.409,,,8685.5,,,8685.5,6148.0,1158.5
YNL084C,END3,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,7817.0,1.0,6148.0,1158.5
YNL084C,END3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4184.25,23825.5,,0.17562065853812092,6148.0,1158.5
YNL084C,END3,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,1158.5,1158.5,1158.5,1.0,6148.0,1158.5
YHR007C,ERG11,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4874.75,1.0,6614.0,3754.0
YHR007C,ERG11,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,9427.5,4670.25,,2.018628553075317,6614.0,3754.0
YHR007C,ERG11,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5287.5,9538.75,,0.554317913772769,6614.0,3754.0
YHR007C,ERG11,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,3754.0,3754.0,3754.0,1.0,6614.0,3754.0
YHR007C,ERG11,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,18601.25,4900.5,,3.7957861442709926,6614.0,3754.0
YHR007C,ERG11,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3668.5,5045.25,,0.7271195679104108,6614.0,3754.0
YHR007C,ERG11,C.glabrata,B,No,,CAGL0H03553g,,,4920.75,,0.00020322105370116343,6614.0,3754.0
YHR007C,ERG11,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,2084.5,9986.0,,0.2087422391347887,6614.0,3754.0
YHR007C,ERG11,S.cerevisiae,A,No,YPL204W,,,6615.0,,,6615.0,6614.0,3754.0
YHR007C,ERG11,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5306.75,3714.75,,1.428561814388586,6614.0,3754.0
YHR007C,ERG11,S.mikatae,A,No,Smik_6.409,,,6021.25,,,6021.25,6614.0,3754.0
YHR007C,ERG11,S.bayanusvar.uvarum,A,No,Suva_16.102,,,6084.0,,,6084.0,6614.0,3754.0
YHR007C,ERG11,S.kudriavzevii,A,No,Skud_16.75,,,5181.75,,,5181.75,6614.0,3754.0
YHR007C,ERG11,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6358.75,11413.75,,0.5571131310918848,6614.0,3754.0
YHR007C,ERG11,T.delbrueckii,Anc,No,,,TDEL0E05230,,,10947.75,1.0,6614.0,3754.0
YGL195W,GCN1,C.glabrata,B,No,,CAGL0H03553g,,,4604.25,,0.0002171906390834555,6084.25,4558.0
YGL195W,GCN1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,716.0,8960.0,,0.07991071428571428,6084.25,4558.0
YGL195W,GCN1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4558.0,4558.0,4558.0,1.0,6084.25,4558.0
YGL195W,GCN1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,4612.75,4983.75,,0.9255580637070479,6084.25,4558.0
YGL195W,GCN1,S.cerevisiae,A,No,YPL204W,,,6085.25,,,6085.25,6084.25,4558.0
YGL195W,GCN1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5628.75,9529.25,,0.5906813232940683,6084.25,4558.0
YGL195W,GCN1,S.mikatae,A,No,Smik_6.409,,,6020.75,,,6020.75,6084.25,4558.0
YGL195W,GCN1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,10900.5,8274.0,,1.3174401740391588,6084.25,4558.0
YGL195W,GCN1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5144.5,9491.0,,0.5420398272047202,6084.25,4558.0
YGL195W,GCN1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5873.0,4039.25,,1.4539827938354892,6084.25,4558.0
YGL195W,GCN1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,11887.25,4644.0,,2.559700689061154,6084.25,4558.0
YGL195W,GCN1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,5365.0,,,5365.0,6084.25,4558.0
YGL195W,GCN1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,14645.75,1.0,6084.25,4558.0
YGL195W,GCN1,S.kudriavzevii,A,No,Skud_16.75,,,4455.75,,,4455.75,6084.25,4558.0
YGL195W,GCN1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,5481.0,1.0,6084.25,4558.0
YDR152W,GIR2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2414.25,3064.5,,0.7878120411160059,5960.5,5870.5
YDR152W,GIR2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3190.25,6473.0,,0.4928549358875328,5960.5,5870.5
YDR152W,GIR2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5357.75,6919.0,,0.7743532302355832,5960.5,5870.5
YDR152W,GIR2,S.cerevisiae,A,No,YPL204W,,,5961.5,,,5961.5,5960.5,5870.5
YDR152W,GIR2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,10594.0,5414.25,,1.9566883686567853,5960.5,5870.5
YDR152W,GIR2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,4474.75,,,4474.75,5960.5,5870.5
YDR152W,GIR2,S.mikatae,A,No,Smik_6.409,,,6160.25,,,6160.25,5960.5,5870.5
YDR152W,GIR2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4716.5,5799.5,,0.813259763772739,5960.5,5870.5
YDR152W,GIR2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5378.0,3495.0,,1.5387696709585121,5960.5,5870.5
YDR152W,GIR2,S.kudriavzevii,A,No,Skud_16.75,,,4913.5,,,4913.5,5960.5,5870.5
YDR152W,GIR2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5870.5,5870.5,5870.5,1.0,5960.5,5870.5
YDR152W,GIR2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,7888.5,4426.25,,1.7822084157017792,5960.5,5870.5
YDR152W,GIR2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4928.0,1.0,5960.5,5870.5
YDR152W,GIR2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,7355.5,1.0,5960.5,5870.5
YDR152W,GIR2,C.glabrata,B,No,,CAGL0H03553g,,,3617.25,,0.00027645310664178586,5960.5,5870.5
YER020W,GPA2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,13385.25,24503.75,,0.5462531245217569,12760.5,5092.5
YER020W,GPA2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5197.5,30773.75,,0.16889394370201877,12760.5,5092.5
YER020W,GPA2,S.mikatae,A,No,Smik_6.409,,,14998.25,,,14998.25,12760.5,5092.5
YER020W,GPA2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4730.0,30357.5,,0.15580993164786297,12760.5,5092.5
YER020W,GPA2,C.glabrata,B,No,,CAGL0H03553g,,,7663.75,,0.000130484423421954,12760.5,5092.5
YER020W,GPA2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2611.0,16270.25,,0.16047694411579416,12760.5,5092.5
YER020W,GPA2,S.cerevisiae,A,No,YPL204W,,,12761.5,,,12761.5,12760.5,5092.5
YER020W,GPA2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,23985.0,5183.25,,4.627405585298799,12760.5,5092.5
YER020W,GPA2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,38476.75,21984.75,,1.7501563583847894,12760.5,5092.5
YER020W,GPA2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,35008.75,1.0,12760.5,5092.5
YER020W,GPA2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5092.5,5092.5,5092.5,1.0,12760.5,5092.5
YER020W,GPA2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,13141.0,1.0,12760.5,5092.5
YER020W,GPA2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,19485.0,,,19485.0,12760.5,5092.5
YER020W,GPA2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,28098.5,5476.0,,5.131208911614317,12760.5,5092.5
YER020W,GPA2,S.kudriavzevii,A,No,Skud_16.75,,,14363.75,,,14363.75,12760.5,5092.5
YNL281W,HCH1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4794.75,1.0,5949.75,5291.5
YNL281W,HCH1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4725.0,6272.75,,0.7532581403690566,5949.75,5291.5
YNL281W,HCH1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,5391.5,15725.75,,0.34284533329094,5949.75,5291.5
YNL281W,HCH1,S.cerevisiae,A,No,YPL204W,,,5950.75,,,5950.75,5949.75,5291.5
YNL281W,HCH1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4271.75,3765.25,,1.1345196202111414,5949.75,5291.5
YNL281W,HCH1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5291.5,5291.5,5291.5,1.0,5949.75,5291.5
YNL281W,HCH1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,2377.75,,,2377.75,5949.75,5291.5
YNL281W,HCH1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,380.5,5912.75,,0.06435245866982368,5949.75,5291.5
YNL281W,HCH1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5579.25,4794.0,,1.1637984981226532,5949.75,5291.5
YNL281W,HCH1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,5095.25,1.0,5949.75,5291.5
YNL281W,HCH1,S.mikatae,A,No,Smik_6.409,,,6439.5,,,6439.5,5949.75,5291.5
YNL281W,HCH1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2489.75,6483.0,,0.3840428813820762,5949.75,5291.5
YNL281W,HCH1,S.kudriavzevii,A,No,Skud_16.75,,,5465.5,,,5465.5,5949.75,5291.5
YNL281W,HCH1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,6968.75,4959.0,,1.4052732405726962,5949.75,5291.5
YNL281W,HCH1,C.glabrata,B,No,,CAGL0H03553g,,,3700.75,,0.0002702154968587449,5949.75,5291.5
YGL077C,HNM1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4529.75,1.0,5609.75,4361.25
YGL077C,HNM1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4547.25,12028.0,,0.37805537080146323,5609.75,4361.25
YGL077C,HNM1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13867.0,30638.25,,0.4526041794162526,5609.75,4361.25
YGL077C,HNM1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4102.0,10971.0,,0.37389481359948956,5609.75,4361.25
YGL077C,HNM1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,13417.75,3691.75,,3.634522922733121,5609.75,4361.25
YGL077C,HNM1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,7638.0,,,7638.0,5609.75,4361.25
YGL077C,HNM1,S.mikatae,A,No,Smik_6.409,,,5899.75,,,5899.75,5609.75,4361.25
YGL077C,HNM1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,20056.25,1.0,5609.75,4361.25
YGL077C,HNM1,C.glabrata,B,No,,CAGL0H03553g,,,3778.5,,0.00026465528648934763,5609.75,4361.25
YGL077C,HNM1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6359.0,2110.25,,3.013387039450302,5609.75,4361.25
YGL077C,HNM1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5047.75,12859.75,,0.3925231827990435,5609.75,4361.25
YGL077C,HNM1,S.kudriavzevii,A,No,Skud_16.75,,,3633.0,,,3633.0,5609.75,4361.25
YGL077C,HNM1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3463.25,4495.0,,0.7704671857619577,5609.75,4361.25
YGL077C,HNM1,S.cerevisiae,A,No,YPL204W,,,5610.75,,,5610.75,5609.75,4361.25
YGL077C,HNM1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4361.25,4361.25,4361.25,1.0,5609.75,4361.25
YPL204W,HRR25,T.delbrueckii,Anc,No,,,TDEL0E05230,,,9717.75,1.0,7159.75,5773.25
YPL204W,HRR25,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,6053.5,4469.0,,1.3545535914074738,7159.75,5773.25
YPL204W,HRR25,S.bayanusvar.uvarum,A,No,Suva_16.102,,,6856.25,,,6856.25,7159.75,5773.25
YPL204W,HRR25,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5892.25,8772.25,,0.6716919832426116,7159.75,5773.25
YPL204W,HRR25,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,12518.5,4585.25,,2.7301673845482797,7159.75,5773.25
YPL204W,HRR25,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5660.5,5065.5,,1.117461257526404,7159.75,5773.25
YPL204W,HRR25,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3467.75,4070.75,,0.8518700485168581,7159.75,5773.25
YPL204W,HRR25,S.cerevisiae,A,No,YPL204W,,,7160.75,,,7160.75,7159.75,5773.25
YPL204W,HRR25,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5040.25,6747.0,,0.7470357195790722,7159.75,5773.25
YPL204W,HRR25,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3646.5,6002.5,,0.607496876301541,7159.75,5773.25
YPL204W,HRR25,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5773.25,5773.25,5773.25,1.0,7159.75,5773.25
YPL204W,HRR25,S.kudriavzevii,A,No,Skud_16.75,,,4862.25,,,4862.25,7159.75,5773.25
YPL204W,HRR25,S.mikatae,A,No,Smik_6.409,,,7157.75,,,7157.75,7159.75,5773.25
YPL204W,HRR25,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,5244.5,1.0,7159.75,5773.25
YPL204W,HRR25,C.glabrata,B,No,,CAGL0H03553g,,,4542.75,,0.00022013097793186946,7159.75,5773.25
YDR171W,HSP42,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5119.75,8238.25,,0.6214608685096956,6249.0,4721.25
YDR171W,HSP42,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,15886.25,4001.0,,3.970569857535616,6249.0,4721.25
YDR171W,HSP42,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4701.75,4287.0,,1.0967459762071379,6249.0,4721.25
YDR171W,HSP42,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4721.25,4721.25,4721.25,1.0,6249.0,4721.25
YDR171W,HSP42,T.delbrueckii,Anc,No,,,TDEL0E05230,,,17720.0,1.0,6249.0,4721.25
YDR171W,HSP42,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,13581.25,1996.25,,6.803381340012524,6249.0,4721.25
YDR171W,HSP42,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1351.5,4530.25,,0.29832790684840793,6249.0,4721.25
YDR171W,HSP42,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3961.0,6441.0,,0.6149666200900481,6249.0,4721.25
YDR171W,HSP42,S.kudriavzevii,A,No,Skud_16.75,,,5290.5,,,5290.5,6249.0,4721.25
YDR171W,HSP42,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4596.75,12198.0,,0.37684456468273486,6249.0,4721.25
YDR171W,HSP42,S.mikatae,A,No,Smik_6.409,,,5709.75,,,5709.75,6249.0,4721.25
YDR171W,HSP42,C.glabrata,B,No,,CAGL0H03553g,,,2415.0,,0.00041407867494824016,6249.0,4721.25
YDR171W,HSP42,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,3422.25,1.0,6249.0,4721.25
YDR171W,HSP42,S.bayanusvar.uvarum,A,No,Suva_16.102,,,4408.75,,,4408.75,6249.0,4721.25
YDR171W,HSP42,S.cerevisiae,A,No,YPL204W,,,6250.0,,,6250.0,6249.0,4721.25
YML058W-A,HUG1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,42046.0,16932.5,,2.4831536985087848,16121.25,6563.75
YML058W-A,HUG1,S.cerevisiae,A,No,YPL204W,,,16122.25,,,16122.25,16121.25,6563.75
YML058W-A,HUG1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,4053.0,22921.5,,0.17682088868529547,16121.25,6563.75
YML058W-A,HUG1,S.kudriavzevii,A,No,Skud_16.75,,,20928.75,,,20928.75,16121.25,6563.75
YML058W-A,HUG1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,12689.25,39037.0,,0.32505699720777725,16121.25,6563.75
YML058W-A,HUG1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5757.25,43141.75,,0.1334496166706265,16121.25,6563.75
YML058W-A,HUG1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3986.0,35047.25,,0.11373217584831906,16121.25,6563.75
YML058W-A,HUG1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,6563.75,6563.75,6563.75,1.0,16121.25,6563.75
YML058W-A,HUG1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,41478.25,30133.25,,1.376494404022135,16121.25,6563.75
YML058W-A,HUG1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,21570.25,9355.75,,2.305560751409561,16121.25,6563.75
YML058W-A,HUG1,C.glabrata,B,No,,CAGL0H03553g,,,8516.75,,0.00011741568086417941,16121.25,6563.75
YML058W-A,HUG1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,19508.25,1.0,16121.25,6563.75
YML058W-A,HUG1,S.mikatae,A,No,Smik_6.409,,,18643.75,,,18643.75,16121.25,6563.75
YML058W-A,HUG1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,21442.0,,,21442.0,16121.25,6563.75
YML058W-A,HUG1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,43005.5,1.0,16121.25,6563.75
YLR384C,IKI3,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,6382.0,5683.25,,1.1229490168477543,6535.0,5845.5
YLR384C,IKI3,S.bayanusvar.uvarum,A,No,Suva_16.102,,,4742.25,,,4742.25,6535.0,5845.5
YLR384C,IKI3,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4189.5,1.0,6535.0,5845.5
YLR384C,IKI3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6092.75,4786.25,,1.2729694437189867,6535.0,5845.5
YLR384C,IKI3,T.delbrueckii,Anc,No,,,TDEL0E05230,,,5781.0,1.0,6535.0,5845.5
YLR384C,IKI3,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5845.5,5845.5,5845.5,1.0,6535.0,5845.5
YLR384C,IKI3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5560.0,5598.75,,0.9930788122348738,6535.0,5845.5
YLR384C,IKI3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,5077.25,6002.75,,0.8458206655282995,6535.0,5845.5
YLR384C,IKI3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4858.5,5969.75,,0.8138531764311738,6535.0,5845.5
YLR384C,IKI3,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,5193.5,5815.5,,0.8930444501762531,6535.0,5845.5
YLR384C,IKI3,S.kudriavzevii,A,No,Skud_16.75,,,5986.25,,,5986.25,6535.0,5845.5
YLR384C,IKI3,S.mikatae,A,No,Smik_6.409,,,5232.75,,,5232.75,6535.0,5845.5
YLR384C,IKI3,C.glabrata,B,No,,CAGL0H03553g,,,5045.25,,0.0001982062335860463,6535.0,5845.5
YLR384C,IKI3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,6041.25,6302.5,,0.9585481951606505,6535.0,5845.5
YLR384C,IKI3,S.cerevisiae,A,No,YPL204W,,,6536.0,,,6536.0,6535.0,5845.5
YJL153C,INO1,S.cerevisiae,A,No,YPL204W,,,13397.0,,,13397.0,13396.0,1669.5
YJL153C,INO1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,7098.25,21653.75,,0.32780696184263697,13396.0,1669.5
YJL153C,INO1,C.glabrata,B,No,,CAGL0H03553g,,,6962.0,,0.00014363688595231256,13396.0,1669.5
YJL153C,INO1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,24740.75,11391.75,,2.1718129347993065,13396.0,1669.5
YJL153C,INO1,N.castellii,AB,A,,NCAS0D03820,,,12984.5,,7.701490238361123e-05,13396.0,1669.5
