Miniarray.ORF,Construct_ID,mean,sd,N,Construct,GeneID,MSA_order,Phylo_order,Array_order,Species,Gene,Pos,Species_position,Miniarray.Gene,Protein.Removed
PEX19,pKB11.7.YDL065C,8377.75,1165.665529,2,pKB11,7,3,4,53,S.mikatae,Smik_6.409,A,T.blattae(A),YDL065C,0
PEX19,pKB11.4.YDL065C,6655,475.175757,2,pKB11,4,2,3,53,S.kudriavzevii,Skud_16.75,A,K.africana(A),YDL065C,0
PEX19,pKB11.23.YDL065C,2268.5,2935.200249,2,pKB11,23,23,24,53,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YDL065C,0
PEX19,pKB11.25.YDL065C,9024,23.33452378,2,pKB11,25,4,1,53,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YDL065C,0
PEX19,pKB11.24.YDL065C,5595.25,285.3175862,2,pKB11,24,24,25,53,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YDL065C,0
PEX19,pKB11.10.YDL065C,4795,NA,1,pKB11,10,7,5,53,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YDL065C,0
PEX19,pKB11.11.YDL065C,20883.5,3787.971027,2,pKB11,11,9,13,53,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YDL065C,0
PEX19,pKB11.2.YDL065C,15332.75,1536.896589,2,pKB11,2,16,10,53,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YDL065C,0
PEX19,pKB11.14.YDL065C,6980.5,1766.352739,2,pKB11,14,14,14,53,V.polyspora,Kpol_1002.53,A,N.castellii(A),YDL065C,0
PEX19,pKB11.1.YDL065C,12013.75,1397.596553,2,pKB11,1,1,2,53,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YDL065C,0
PEX19,pKB11.26.YDL065C,6197.25,1204.556402,2,pKB11,26,26,26,53,Vehicle,Vehicle,,Vehicle,YDL065C,0
PEX19,pKB11.6.YDL065C,19330.75,622.6075208,2,pKB11,6,13,19,53,T.blattae,TBLA0B05310,B,T.phaffii(B),YDL065C,0
PEX19,pKB11.3.YDL065C,5588.75,908.2786604,2,pKB11,3,25,18,53,T.blattae,TBLA0A02040,A,N.dairenensis(A),YDL065C,0
PEX30,pKB11.16.YLR324W,5310,NA,1,pKB11,16,11,15,54,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YLR324W,0
PEX30,pKB11.19.YLR324W,5290.5,946.81598,2,pKB11,19,10,9,54,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YLR324W,0
PEX30,pKB11.26.YLR324W,4831.75,1465.478804,2,pKB11,26,26,26,54,Vehicle,Vehicle,,Vehicle,YLR324W,0
PEX30,pKB11.21.YLR324W,3767,NA,1,pKB11,21,21,22,54,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YLR324W,0
PEX30,pKB11.14.YLR324W,2636.25,3639.832156,2,pKB11,14,14,14,54,V.polyspora,Kpol_1002.53,A,N.castellii(A),YLR324W,0
PEX30,pKB11.5.YLR324W,4311.75,1138.088364,2,pKB11,5,15,11,54,K.africana,KAFR0C02290,B,C.glabrata(B),YLR324W,0
PEX30,pKB11.8.YLR324W,3467.25,3133.543701,2,pKB11,8,17,12,54,K.naganishii,KNAG0D01130,A,K.naganishii(B),YLR324W,0
PEX30,pKB11.17.YLR324W,1089,NA,1,pKB11,17,19,8,54,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YLR324W,0
PEX30,pKB11.4.YLR324W,4941.5,NA,1,pKB11,4,2,3,54,S.kudriavzevii,Skud_16.75,A,K.africana(A),YLR324W,0
PEX30,pKB11.2.YLR324W,11842.25,2166.221624,2,pKB11,2,16,10,54,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YLR324W,0
PEX30,pKB11.3.YLR324W,4826.75,846.0532637,2,pKB11,3,25,18,54,T.blattae,TBLA0A02040,A,N.dairenensis(A),YLR324W,0
PEX30,pKB11.6.YLR324W,3366.5,419.3143212,2,pKB11,6,13,19,54,T.blattae,TBLA0B05310,B,T.phaffii(B),YLR324W,0
PEX30,pKB11.22.YLR324W,194.5,NA,1,pKB11,22,22,23,54,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YLR324W,0
PEX30,pKB11.15.YLR324W,4973,NA,1,pKB11,15,8,7,54,N.castellii,NCAS0D03820,B,T.blattae(B),YLR324W,0
PEX30,pKB11.25.YLR324W,6082.5,1330.067855,2,pKB11,25,4,1,54,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YLR324W,0
PEX30,pKB11.20.YLR324W,5149,664.6803743,2,pKB11,20,12,16,54,T.phaffii,TPHA0E02830,A,V.polyspora(B),YLR324W,0
PEX30,pKB11.13.YLR324W,1911.75,2529.67451,2,pKB11,13,18,6,54,N.castellii,NCAS0A01090,A,K.africana(B),YLR324W,0
PEX30,pKB11.18.YLR324W,2099.75,1910.248969,2,pKB11,18,20,17,54,T.phaffii,TPHA0J02370,B,N.castellii(B),YLR324W,0
PEX30,pKB11.7.YLR324W,5431.25,1094.247744,2,pKB11,7,3,4,54,S.mikatae,Smik_6.409,A,T.blattae(A),YLR324W,0
PEX30,pKB11.12.YLR324W,8857.75,7074.249792,2,pKB11,12,6,21,54,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YLR324W,0
PEX30,pKB11.10.YLR324W,4170.25,1884.793125,2,pKB11,10,7,5,54,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YLR324W,0
PEX30,pKB11.11.YLR324W,4433.5,695.7930727,2,pKB11,11,9,13,54,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YLR324W,0
PEX30,pKB11.24.YLR324W,3551,2298.804146,2,pKB11,24,24,25,54,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YLR324W,0
PEX30,pKB11.1.YLR324W,2052,2136.876693,2,pKB11,1,1,2,54,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YLR324W,0
PEX30,pKB11.9.YLR324W,2950.25,2198.041429,2,pKB11,9,5,20,54,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YLR324W,0
PGM2,pKB11.6.YMR105C,17779.75,4751.404016,2,pKB11,6,13,19,102,T.blattae,TBLA0B05310,B,T.phaffii(B),YMR105C,0
PGM2,pKB11.2.YMR105C,37117.25,2374.818125,2,pKB11,2,16,10,102,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YMR105C,0
PGM2,pKB11.1.YMR105C,16709.25,1863.579922,2,pKB11,1,1,2,102,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YMR105C,0
PGM2,pKB11.16.YMR105C,2735.5,NA,1,pKB11,16,11,15,102,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YMR105C,0
PGM2,pKB11.3.YMR105C,3570.5,NA,1,pKB11,3,25,18,102,T.blattae,TBLA0A02040,A,N.dairenensis(A),YMR105C,0
PGM2,pKB11.11.YMR105C,23705,NA,1,pKB11,11,9,13,102,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YMR105C,0
PGM2,pKB11.25.YMR105C,8689.25,1259.710731,2,pKB11,25,4,1,102,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YMR105C,0
PGM2,pKB11.21.YMR105C,31162,NA,1,pKB11,21,21,22,102,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YMR105C,0
PGM2,pKB11.4.YMR105C,3018.75,2737.563903,2,pKB11,4,2,3,102,S.kudriavzevii,Skud_16.75,A,K.africana(A),YMR105C,0
PGM2,pKB11.14.YMR105C,12898,NA,1,pKB11,14,14,14,102,V.polyspora,Kpol_1002.53,A,N.castellii(A),YMR105C,0
PGM2,pKB11.13.YMR105C,684.5,NA,1,pKB11,13,18,6,102,N.castellii,NCAS0A01090,A,K.africana(B),YMR105C,0
PGM2,pKB11.5.YMR105C,8862,2088.793432,2,pKB11,5,15,11,102,K.africana,KAFR0C02290,B,C.glabrata(B),YMR105C,0
PGM2,pKB11.23.YMR105C,9994.5,NA,1,pKB11,23,23,24,102,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YMR105C,0
PGM2,pKB11.8.YMR105C,5839,NA,1,pKB11,8,17,12,102,K.naganishii,KNAG0D01130,A,K.naganishii(B),YMR105C,0
PGM2,pKB11.18.YMR105C,907,NA,1,pKB11,18,20,17,102,T.phaffii,TPHA0J02370,B,N.castellii(B),YMR105C,0
PGM2,pKB11.24.YMR105C,3007,NA,1,pKB11,24,24,25,102,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YMR105C,0
PGM2,pKB11.12.YMR105C,29311.75,3518.916897,2,pKB11,12,6,21,102,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YMR105C,0
PGM2,pKB11.19.YMR105C,23733.25,5484.673748,2,pKB11,19,10,9,102,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YMR105C,0
PGM2,pKB11.7.YMR105C,7074.5,NA,1,pKB11,7,3,4,102,S.mikatae,Smik_6.409,A,T.blattae(A),YMR105C,0
PGM2,pKB11.9.YMR105C,9010,5164.000823,2,pKB11,9,5,20,102,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YMR105C,0
PGM2,pKB11.15.YMR105C,8850,NA,1,pKB11,15,8,7,102,N.castellii,NCAS0D03820,B,T.blattae(B),YMR105C,0
PGM2,pKB11.22.YMR105C,330,NA,1,pKB11,22,22,23,102,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YMR105C,0
PRD1,pKB11.6.YCL057W,4339,15.55634919,2,pKB11,6,13,19,103,T.blattae,TBLA0B05310,B,T.phaffii(B),YCL057W,0
PRD1,pKB11.23.YCL057W,3766.5,618.7184335,2,pKB11,23,23,24,103,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YCL057W,0
PRD1,pKB11.11.YCL057W,5355.75,2048.841898,2,pKB11,11,9,13,103,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YCL057W,0
PRD1,pKB11.19.YCL057W,6219.5,293.4493142,2,pKB11,19,10,9,103,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YCL057W,0
PRD1,pKB11.7.YCL057W,6231,285.6711396,2,pKB11,7,3,4,103,S.mikatae,Smik_6.409,A,T.blattae(A),YCL057W,0
PRD1,pKB11.5.YCL057W,5035.5,40.30508653,2,pKB11,5,15,11,103,K.africana,KAFR0C02290,B,C.glabrata(B),YCL057W,0
PRD1,pKB11.21.YCL057W,13183.75,2256.731292,2,pKB11,21,21,22,103,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YCL057W,0
PRD1,pKB11.22.YCL057W,1851.25,2618.062857,2,pKB11,22,22,23,103,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YCL057W,0
PRD1,pKB11.8.YCL057W,5872,1444.619154,2,pKB11,8,17,12,103,K.naganishii,KNAG0D01130,A,K.naganishii(B),YCL057W,0
PRD1,pKB11.17.YCL057W,2940,NA,1,pKB11,17,19,8,103,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YCL057W,0
PRD1,pKB11.2.YCL057W,8661.25,442.2952916,2,pKB11,2,16,10,103,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YCL057W,0
PRD1,pKB11.3.YCL057W,5687.5,579.1204538,2,pKB11,3,25,18,103,T.blattae,TBLA0A02040,A,N.dairenensis(A),YCL057W,0
PRD1,pKB11.10.YCL057W,3654.75,91.57032816,2,pKB11,10,7,5,103,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YCL057W,0
PRD1,pKB11.1.YCL057W,2440.5,1808.072039,2,pKB11,1,1,2,103,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YCL057W,0
PRD1,pKB11.25.YCL057W,6167.25,1495.884396,2,pKB11,25,4,1,103,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YCL057W,0
PRD1,pKB11.4.YCL057W,5092,748.1189745,2,pKB11,4,2,3,103,S.kudriavzevii,Skud_16.75,A,K.africana(A),YCL057W,0
PRD1,pKB11.12.YCL057W,5926.5,2328.50263,2,pKB11,12,6,21,103,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YCL057W,0
PRD1,pKB11.26.YCL057W,6434.5,1342.088671,2,pKB11,26,26,26,103,Vehicle,Vehicle,,Vehicle,YCL057W,0
PRD1,pKB11.16.YCL057W,5668.5,NA,1,pKB11,16,11,15,103,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YCL057W,0
PRD1,pKB11.13.YCL057W,3917,84.85281374,2,pKB11,13,18,6,103,N.castellii,NCAS0A01090,A,K.africana(B),YCL057W,0
PRD1,pKB11.15.YCL057W,5325,NA,1,pKB11,15,8,7,103,N.castellii,NCAS0D03820,B,T.blattae(B),YCL057W,0
PRD1,pKB11.18.YCL057W,4513,637.1032098,2,pKB11,18,20,17,103,T.phaffii,TPHA0J02370,B,N.castellii(B),YCL057W,0
PRD1,pKB11.14.YCL057W,5408.25,476.9435239,2,pKB11,14,14,14,103,V.polyspora,Kpol_1002.53,A,N.castellii(A),YCL057W,0
PRD1,pKB11.24.YCL057W,4668.5,1366.837408,2,pKB11,24,24,25,103,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YCL057W,0
PRD1,pKB11.20.YCL057W,6313,1549.270958,2,pKB11,20,12,16,103,T.phaffii,TPHA0E02830,A,V.polyspora(B),YCL057W,0
PRD1,pKB11.9.YCL057W,4435.75,61.87184335,2,pKB11,9,5,20,103,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YCL057W,0
PST2,pKB11.10.YDR032C,4743,1984.848735,2,pKB11,10,7,5,104,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YDR032C,0
PST2,pKB11.24.YDR032C,4636.5,NA,1,pKB11,24,24,25,104,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YDR032C,0
PST2,pKB11.5.YDR032C,9537.75,1357.291466,2,pKB11,5,15,11,104,K.africana,KAFR0C02290,B,C.glabrata(B),YDR032C,0
PST2,pKB11.18.YDR032C,5166.5,123.7436867,2,pKB11,18,20,17,104,T.phaffii,TPHA0J02370,B,N.castellii(B),YDR032C,0
PST2,pKB11.1.YDR032C,19227.75,457.8516408,2,pKB11,1,1,2,104,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YDR032C,0
PST2,pKB11.15.YDR032C,9234,1460.175503,2,pKB11,15,8,7,104,N.castellii,NCAS0D03820,B,T.blattae(B),YDR032C,0
PST2,pKB11.25.YDR032C,9325,2475.580841,2,pKB11,25,4,1,104,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YDR032C,0
PST2,pKB11.13.YDR032C,5023.5,NA,1,pKB11,13,18,6,104,N.castellii,NCAS0A01090,A,K.africana(B),YDR032C,0
PST2,pKB11.19.YDR032C,23555,934.7951647,2,pKB11,19,10,9,104,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YDR032C,0
PST2,pKB11.8.YDR032C,7459.75,3559.221983,2,pKB11,8,17,12,104,K.naganishii,KNAG0D01130,A,K.naganishii(B),YDR032C,0
PST2,pKB11.20.YDR032C,23866,3021.467276,2,pKB11,20,12,16,104,T.phaffii,TPHA0E02830,A,V.polyspora(B),YDR032C,0
PST2,pKB11.2.YDR032C,32715.5,6476.391009,2,pKB11,2,16,10,104,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YDR032C,0
PST2,pKB11.6.YDR032C,22106.75,3398.708744,2,pKB11,6,13,19,104,T.blattae,TBLA0B05310,B,T.phaffii(B),YDR032C,0
PST2,pKB11.11.YDR032C,22199.25,6063.794202,2,pKB11,11,9,13,104,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YDR032C,0
PST2,pKB11.26.YDR032C,4715,569.2209589,2,pKB11,26,26,26,104,Vehicle,Vehicle,,Vehicle,YDR032C,0
PST2,pKB11.12.YDR032C,27208.25,2719.886234,2,pKB11,12,6,21,104,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YDR032C,0
PST2,pKB11.21.YDR032C,6048.5,916.4103884,2,pKB11,21,21,22,104,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YDR032C,0
PST2,pKB11.4.YDR032C,11187.25,539.8760274,2,pKB11,4,2,3,104,S.kudriavzevii,Skud_16.75,A,K.africana(A),YDR032C,0
PST2,pKB11.14.YDR032C,12592.75,703.2176939,2,pKB11,14,14,14,104,V.polyspora,Kpol_1002.53,A,N.castellii(A),YDR032C,0
PST2,pKB11.22.YDR032C,1653.75,2338.755679,2,pKB11,22,22,23,104,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YDR032C,0
PST2,pKB11.3.YDR032C,4589.25,1156.473141,2,pKB11,3,25,18,104,T.blattae,TBLA0A02040,A,N.dairenensis(A),YDR032C,0
PST2,pKB11.9.YDR032C,6806.25,158.7454724,2,pKB11,9,5,20,104,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YDR032C,0
PST2,pKB11.16.YDR032C,3654,NA,1,pKB11,16,11,15,104,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YDR032C,0
PST2,pKB11.7.YDR032C,10365.5,412.9503602,2,pKB11,7,3,4,104,S.mikatae,Smik_6.409,A,T.blattae(A),YDR032C,0
PWP1,pKB11.7.YLR196W,3485,NA,1,pKB11,7,3,4,88,S.mikatae,Smik_6.409,A,T.blattae(A),YLR196W,0
PWP1,pKB11.19.YLR196W,1684.5,1021.769299,2,pKB11,19,10,9,88,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YLR196W,0
PWP1,pKB11.6.YLR196W,1805.5,1006.21295,2,pKB11,6,13,19,88,T.blattae,TBLA0B05310,B,T.phaffii(B),YLR196W,0
PWP1,pKB11.2.YLR196W,14413,1644.730373,2,pKB11,2,16,10,88,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YLR196W,0
PWP1,pKB11.20.YLR196W,1224.25,518.662824,2,pKB11,20,12,16,88,T.phaffii,TPHA0E02830,A,V.polyspora(B),YLR196W,0
PWP1,pKB11.12.YLR196W,4143.75,1465.478804,2,pKB11,12,6,21,88,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YLR196W,0
PWP1,pKB11.1.YLR196W,534.25,175.0089283,2,pKB11,1,1,2,88,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YLR196W,0
PWP1,pKB11.5.YLR196W,6285.25,6631.600947,2,pKB11,5,15,11,88,K.africana,KAFR0C02290,B,C.glabrata(B),YLR196W,0
PWP1,pKB11.21.YLR196W,6996.5,3992.324887,2,pKB11,21,21,22,88,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YLR196W,0
PWP1,pKB11.23.YLR196W,5011.5,NA,1,pKB11,23,23,24,88,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YLR196W,0
PWP1,pKB11.11.YLR196W,3161.5,447.5985925,2,pKB11,11,9,13,88,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YLR196W,0
REP2,pKB11.6.YPR184W,7566,743.169227,2,pKB11,6,13,19,83,T.blattae,TBLA0B05310,B,T.phaffii(B),YPR184W,0
REP2,pKB11.18.YPR189W,4422,304.7630227,2,pKB11,18,20,17,83,T.phaffii,TPHA0J02370,B,N.castellii(B),YPR189W,0
REP2,pKB11.18.YPR187W,571,NA,1,pKB11,18,20,17,83,T.phaffii,TPHA0J02370,B,N.castellii(B),YPR187W,0
REP2,pKB11.3.YPR189W,5501.5,684.4793642,2,pKB11,3,25,18,83,T.blattae,TBLA0A02040,A,N.dairenensis(A),YPR189W,0
REP2,pKB11.22.YPR189W,2068,2587.303712,2,pKB11,22,22,23,83,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YPR189W,0
REP2,pKB11.20.YPR189W,5637.25,162.9881131,2,pKB11,20,12,16,83,T.phaffii,TPHA0E02830,A,V.polyspora(B),YPR189W,0
REP2,pKB11.5.YPR189W,5738.5,1004.091629,2,pKB11,5,15,11,83,K.africana,KAFR0C02290,B,C.glabrata(B),YPR189W,0
REP2,pKB11.6.YPR189W,6648.5,1471.489212,2,pKB11,6,13,19,83,T.blattae,TBLA0B05310,B,T.phaffii(B),YPR189W,0
REP2,pKB11.18.YPR184W,6634.25,607.0511716,2,pKB11,18,20,17,83,T.phaffii,TPHA0J02370,B,N.castellii(B),YPR184W,0
REP2,pKB11.13.YPR189W,3559,642.7600641,2,pKB11,13,18,6,83,N.castellii,NCAS0A01090,A,K.africana(B),YPR189W,0
REP2,pKB11.22.YPR184W,3487,NA,1,pKB11,22,22,23,83,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YPR184W,0
REP2,pKB11.8.YPR184W,4951.5,905.8037867,2,pKB11,8,17,12,83,K.naganishii,KNAG0D01130,A,K.naganishii(B),YPR184W,0
REP2,pKB11.5.YPR184W,6381,1503.309017,2,pKB11,5,15,11,83,K.africana,KAFR0C02290,B,C.glabrata(B),YPR184W,0
REP2,pKB11.10.YPR184W,2022.25,2859.893377,2,pKB11,10,7,5,83,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YPR184W,0
REP2,pKB11.21.YPR184W,20073,2566.090509,2,pKB11,21,21,22,83,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YPR184W,0
REP2,pKB11.19.YPR189W,6114.5,1364.008981,2,pKB11,19,10,9,83,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YPR189W,0
REP2,pKB11.26.YPR184W,5620.5,1264.306925,2,pKB11,26,26,26,83,Vehicle,Vehicle,,Vehicle,YPR184W,0
REP2,pKB11.3.YPR184W,4970.25,1438.608746,2,pKB11,3,25,18,83,T.blattae,TBLA0A02040,A,N.dairenensis(A),YPR184W,0
REP2,pKB11.2.YPR187W,4566.5,NA,1,pKB11,2,16,10,83,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YPR187W,0
REP2,pKB11.23.YPR189W,3970.75,457.8516408,2,pKB11,23,23,24,83,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YPR189W,0
REP2,pKB11.8.YPR189W,5325,1111.57186,2,pKB11,8,17,12,83,K.naganishii,KNAG0D01130,A,K.naganishii(B),YPR189W,0
REP2,pKB11.13.YPR184W,2177.5,2986.111937,2,pKB11,13,18,6,83,N.castellii,NCAS0A01090,A,K.africana(B),YPR184W,0
REP2,pKB11.20.YPR184W,7824,1532.300395,2,pKB11,20,12,16,83,T.phaffii,TPHA0E02830,A,V.polyspora(B),YPR184W,0
REP2,pKB11.7.YPR187W,2548.5,2906.208871,2,pKB11,7,3,4,83,S.mikatae,Smik_6.409,A,T.blattae(A),YPR187W,0
REP2,pKB11.19.YPR184W,6852,3.535533906,2,pKB11,19,10,9,83,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YPR184W,0
REP2,pKB11.9.YPR187W,0,NA,1,pKB11,9,5,20,83,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YPR187W,0
REP2,pKB11.2.YPR189W,6933.75,247.8409268,2,pKB11,2,16,10,83,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YPR189W,0
REP2,pKB11.9.YPR189W,4655.5,1130.663743,2,pKB11,9,5,20,83,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YPR189W,0
REP2,pKB11.7.YPR184W,6293.75,2.474873734,2,pKB11,7,3,4,83,S.mikatae,Smik_6.409,A,T.blattae(A),YPR184W,0
REP2,pKB11.15.YPR189W,4313,1348.452632,2,pKB11,15,8,7,83,N.castellii,NCAS0D03820,B,T.blattae(B),YPR189W,0
REP2,pKB11.23.YPR184W,3779,72.83199846,2,pKB11,23,23,24,83,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YPR184W,0
REP2,pKB11.14.YPR189W,6132,1566.24152,2,pKB11,14,14,14,83,V.polyspora,Kpol_1002.53,A,N.castellii(A),YPR189W,0
REP2,pKB11.25.YPR184W,6596.25,1380.62599,2,pKB11,25,4,1,83,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YPR184W,0
REP2,pKB11.16.YPR189W,4560.25,333.4008473,2,pKB11,16,11,15,83,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YPR189W,0
REP2,pKB11.16.YPR184W,4736,399.5153314,2,pKB11,16,11,15,83,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YPR184W,0
REP2,pKB11.9.YPR184W,4773.5,245.3660531,2,pKB11,9,5,20,83,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YPR184W,0
REP2,pKB11.22.YPR187W,0,0,2,pKB11,22,22,23,83,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YPR187W,0
REP2,pKB11.10.YPR189W,4607.5,431.3351365,2,pKB11,10,7,5,83,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YPR189W,0
REP2,pKB11.17.YPR189W,3742.25,150.9672978,2,pKB11,17,19,8,83,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YPR189W,0
REP2,pKB11.24.YPR184W,4793.5,345.0681092,2,pKB11,24,24,25,83,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YPR184W,0
REP2,pKB11.25.YPR187W,4391,NA,1,pKB11,25,4,1,83,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YPR187W,0
REP2,pKB11.24.YPR189W,2704.25,3561.343303,2,pKB11,24,24,25,83,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YPR189W,0
REP2,pKB11.11.YPR184W,10126.75,3292.642727,2,pKB11,11,9,13,83,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YPR184W,0
REP2,pKB11.26.YPR189W,5616.5,836.5073221,2,pKB11,26,26,26,83,Vehicle,Vehicle,,Vehicle,YPR189W,0
REP2,pKB11.14.YPR184W,5894.5,1623.51717,2,pKB11,14,14,14,83,V.polyspora,Kpol_1002.53,A,N.castellii(A),YPR184W,0
REP2,pKB11.7.YPR189W,5437.75,1244.154381,2,pKB11,7,3,4,83,S.mikatae,Smik_6.409,A,T.blattae(A),YPR189W,0
REP2,pKB11.25.YPR189W,6295,1606.546607,2,pKB11,25,4,1,83,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YPR189W,0
REP2,pKB11.21.YPR189W,8197,1495.530842,2,pKB11,21,21,22,83,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YPR189W,0
REP2,pKB11.4.YPR184W,5033.75,314.3089642,2,pKB11,4,2,3,83,S.kudriavzevii,Skud_16.75,A,K.africana(A),YPR184W,0
REP2,pKB11.3.YPR187W,3327.25,39.95153314,2,pKB11,3,25,18,83,T.blattae,TBLA0A02040,A,N.dairenensis(A),YPR187W,0
REP2,pKB11.2.YPR184W,11370,980.7571055,2,pKB11,2,16,10,83,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YPR184W,0
REP2,pKB11.15.YPR184W,4054,200.8183259,2,pKB11,15,8,7,83,N.castellii,NCAS0D03820,B,T.blattae(B),YPR184W,0
REP2,pKB11.14.YPR187W,3898,908.6322138,2,pKB11,14,14,14,83,V.polyspora,Kpol_1002.53,A,N.castellii(A),YPR187W,0
REP2,pKB11.4.YPR189W,5919.5,88.38834765,2,pKB11,4,2,3,83,S.kudriavzevii,Skud_16.75,A,K.africana(A),YPR189W,0
REP2,pKB11.1.YPR189W,5343.5,971.5647174,2,pKB11,1,1,2,83,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YPR189W,0
REP2,pKB11.11.YPR189W,5484,890.9545443,2,pKB11,11,9,13,83,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YPR189W,0
