,ID,Description,geneID,T.delbrueckii.Anc,V.polyspora.A,V.polyspora.B,S.bayanusvar.uvarum.A,S.mikatae.A,S.kudriavzevii.A,K.africana.A,K.africana.B,T.blattae.A,T.blattae.B,N.dairenensis.A,N.dairenensis.B,N.castellii.A,N.castellii.B,K.naganishii.A,K.naganishii.B,Z.rouxii.Anc,C.glabrata.B,T.phaffii.A,T.phaffii.B,S.cerevisiae.A
220,GO:0042995,cell projection,MID2/SFB3/SLA1/SLA2,NA,NA,NA,NA,0.025884375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,GO:0042995,cell projection,PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013697298
222,GO:0042995,cell projection,PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01993823,NA,NA,NA
223,GO:0043332,mating projection tip,AIM21/CAR1/CDC11/END3/LAS17/MID2/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SRV2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,1.35E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,GO:0043332,mating projection tip,AIM21/CAR1/END3/LAS17/MID2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02E-08,NA,NA
225,GO:0043332,mating projection tip,AIM21/CAR1/MID2/MYO2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1,NA,NA,NA,NA,NA,NA,NA,5.08E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,GO:0043332,mating projection tip,AIM21/END3/LAS17/PAN1/SAC6/SHS1/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,GO:0043332,mating projection tip,CAP2/CAR1/END3/LAS17/MID2/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,1.30E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,GO:0043332,mating projection tip,CAR1/END3/LAS17/MID2/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,GO:0043332,mating projection tip,CAR1/END3/LAS17/MID2/MYO5/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84E-07,NA,NA,NA,NA,NA
230,GO:0043332,mating projection tip,END3/MID2/PAN1/SAC6/SFB3/SLA1/SLA2/VRP1,NA,NA,NA,1.48E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,GO:0043332,mating projection tip,END3/MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1,NA,9.27E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,GO:0043332,mating projection tip,END3/MID2/PAN1/SLA2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76E-05,NA,NA,NA,NA,NA,NA
233,GO:0043332,mating projection tip,END3/MID2/SLA1/SMI1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001780825,NA,NA,NA,NA,NA,NA,NA
234,GO:0043332,mating projection tip,MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84E-05,NA,NA,NA,NA
235,GO:0043332,mating projection tip,MID2/PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,0.000927249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,GO:0043332,mating projection tip,MID2/SFB3/SLA1/SLA2,NA,NA,NA,NA,0.025884375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,GO:0043332,mating projection tip,PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013136138
238,GO:0043332,mating projection tip,PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01993823,NA,NA,NA
239,GO:0045121,membrane raft,MEH1/PST2/RFS1/VAC8/VMA8,0.002341784,NA,NA,NA,NA,NA,0.004539133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001024847,NA,NA
240,GO:0045121,membrane raft,MEH1/RFS1/VAC8/VMA8,NA,NA,NA,NA,NA,NA,NA,0.005986741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,GO:0045121,membrane raft,PST2/RFS1/VAC8/VMA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119339,NA,NA,NA,NA,NA,0.011507131,NA,NA,NA,NA,NA
242,GO:0045121,membrane raft,PST2/VAC8/VMA8,NA,0.013554702,NA,0.015824704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,GO:0045121,membrane raft,PST2/VMA8,NA,NA,NA,NA,NA,0.040814536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,GO:0045121,membrane raft,RFS1/VAC8/VMA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024153397,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,GO:0046540,U4/U6 x U5 tri-snRNP complex,LSM3/LSM6,NA,NA,NA,NA,0.046715288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,GO:0048475,coated membrane,CHC1/RET2/SEC26,NA,NA,NA,NA,NA,NA,NA,0.02953992,NA,NA,NA,0.019687735,NA,NA,NA,NA,NA,NA,0.047842584,NA,NA
247,GO:0048475,coated membrane,CHC1/SFB3,NA,NA,NA,NA,0.046715288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,GO:0051286,cell tip,AIM21/CAR1/CDC11/END3/LAS17/MID2/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SRV2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,4.91E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,GO:0051286,cell tip,AIM21/CAR1/END3/LAS17/MID2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29E-08,NA,NA
250,GO:0051286,cell tip,AIM21/CAR1/MID2/MYO2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1,NA,NA,NA,NA,NA,NA,NA,8.64E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,GO:0051286,cell tip,AIM21/END3/LAS17/PAN1/SAC6/SHS1/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,GO:0051286,cell tip,CAP2/CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,6.98E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,GO:0051286,cell tip,CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,GO:0051286,cell tip,CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74E-08,NA,NA,NA,NA,NA
255,GO:0051286,cell tip,END3/MID2/PAN1/SAC6/SFB3/SLA1/SLA2/VRP1,NA,NA,NA,2.28E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,GO:0051286,cell tip,END3/MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1,NA,1.44E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,GO:0051286,cell tip,END3/MID2/PAN1/SLA2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21E-05,NA,NA,NA,NA,NA,NA
258,GO:0051286,cell tip,END3/MID2/SLA1/SMI1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001933267,NA,NA,NA,NA,NA,NA,NA
259,GO:0051286,cell tip,MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92E-05,NA,NA,NA,NA
260,GO:0051286,cell tip,MID2/PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,0.001013812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,GO:0051286,cell tip,MID2/SFB3/SLA1/SLA2,NA,NA,NA,NA,0.025884375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,GO:0051286,cell tip,PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013697298
263,GO:0051286,cell tip,PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01993823,NA,NA,NA
264,GO:0060187,cell pole,AIM21/CAR1/CDC11/END3/LAS17/MID2/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SRV2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,4.91E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,GO:0060187,cell pole,AIM21/CAR1/END3/LAS17/MID2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29E-08,NA,NA
266,GO:0060187,cell pole,AIM21/CAR1/MID2/MYO2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1,NA,NA,NA,NA,NA,NA,NA,8.64E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,GO:0060187,cell pole,AIM21/END3/LAS17/PAN1/SAC6/SHS1/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,GO:0060187,cell pole,CAP2/CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,6.98E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,GO:0060187,cell pole,CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,GO:0060187,cell pole,CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74E-08,NA,NA,NA,NA,NA
271,GO:0060187,cell pole,END3/MID2/PAN1/SAC6/SFB3/SLA1/SLA2/VRP1,NA,NA,NA,2.28E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,GO:0060187,cell pole,END3/MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1,NA,1.44E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,GO:0060187,cell pole,END3/MID2/PAN1/SLA2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21E-05,NA,NA,NA,NA,NA,NA
274,GO:0060187,cell pole,END3/MID2/SLA1/SMI1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001933267,NA,NA,NA,NA,NA,NA,NA
275,GO:0060187,cell pole,MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92E-05,NA,NA,NA,NA
276,GO:0060187,cell pole,MID2/PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,0.001013812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,GO:0060187,cell pole,MID2/SFB3/SLA1/SLA2,NA,NA,NA,NA,0.025884375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,GO:0060187,cell pole,PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013697298
279,GO:0060187,cell pole,PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01993823,NA,NA,NA
280,GO:0061645,endocytic patch,AIM21/ARC15/ARC35/ARC40/CHC1/END3/LAS17/MYO5/PAN1/SAC6/SLA1/SLA2/SRV2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,2.14E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,GO:0061645,endocytic patch,AIM21/ARC15/ARC40/CHC1/END3/LAS17/PAN1/SAC6/SLA1/SLA2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45E-10,NA,NA
282,GO:0061645,endocytic patch,AIM21/ARC15/ARC40/CHC1/END3/LAS17/PAN1/SAC6/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,GO:0061645,endocytic patch,AIM21/ARC15/ARC40/CHC1/PAN1/SAC6/SLA1/SLA2,NA,NA,NA,NA,NA,NA,NA,2.71E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,GO:0061645,endocytic patch,ARC15/ARC35/ARC40/CAP2/CHC1/END3/LAS17/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/SYP1/VRP1,2.25E-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,GO:0061645,endocytic patch,ARC15/ARC35/ARC40/CHC1/END3/LAS17/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.51E-13,NA,NA,NA,NA,NA,5.02E-13,NA,NA,NA,NA,NA
286,GO:0061645,endocytic patch,ARC15/ARC35/ARC40/CHC1/END3/PAN1/SAC6/SLA1/SLA2/VRP1,NA,NA,NA,7.22E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,GO:0061645,endocytic patch,ARC15/ARC40/CHC1/END3/PAN1/SAC6/SLA1/SLA2/SYP1,NA,3.93E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,GO:0061645,endocytic patch,ARC15/ARC40/CHC1/END3/PAN1/SLA2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68E-10,NA,NA,NA,NA,NA,NA
289,GO:0061645,endocytic patch,ARC15/ARC40/CHC1/END3/SLA1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45E-06,NA,NA,NA,NA,NA,NA,NA
290,GO:0061645,endocytic patch,ARC15/ARC40/CHC1/PAN1/SAC6/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87E-08,NA,NA,NA,NA
291,GO:0061645,endocytic patch,ARC15/ARC40/CHC1/PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,1.35E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13E-07
292,GO:0061645,endocytic patch,ARC15/ARC40/CHC1/SLA1/SLA2,NA,NA,NA,NA,0.000398638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,GO:0061645,endocytic patch,ARC40/CHC1/PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29E-05,NA,NA,NA
294,GO:0097526,spliceosomal tri-snRNP complex,LSM3/LSM6,NA,NA,NA,NA,0.046715288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,GO:0097708,intracellular vesicle,AKR1/CHC1/END3/MEH1/PAN1/RET2/SEC26/SLA1/SLA2/SYP1/VPS35,0.021516276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,GO:0097708,intracellular vesicle,CHC1/END3/MEH1/PAN1/RET2/SEC26/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047842584,NA,NA
297,GO:0097708,intracellular vesicle,CHC1/END3/PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011962402,NA,NA,NA,NA,NA,NA
298,GO:0097708,intracellular vesicle,CHC1/MEH1/MYO2/PAN1/RET2/SEC26/SLA1/SLA2,NA,NA,NA,NA,NA,NA,NA,0.046354508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,GO:0097708,intracellular vesicle,CHC1/PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,0.025566434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031046777
300,GO:0097708,intracellular vesicle,CHC1/PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02088011,NA,NA,NA
301,GO:0098552,side of membrane,DCP2/GPA2,NA,NA,NA,NA,0.044649187,0.025775614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031046777
302,GO:0098562,cytoplasmic side of membrane,DCP2/GPA2,NA,NA,NA,NA,0.036089157,0.021673873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025082742
303,GO:0098797,plasma membrane protein complex,CHC1/GPA2,NA,0.038956223,NA,0.040139538,0.026625089,0.015950091,NA,NA,NA,NA,NA,0.047421325,NA,0.019068219,0.010754695,NA,0.026871618,NA,NA,NA,0.019467124
304,GO:0098857,membrane microdomain,MEH1/PST2/RFS1/VAC8/VMA8,0.002341784,NA,NA,NA,NA,NA,0.004539133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001024847,NA,NA
305,GO:0098857,membrane microdomain,MEH1/RFS1/VAC8/VMA8,NA,NA,NA,NA,NA,NA,NA,0.005986741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,GO:0098857,membrane microdomain,PST2/RFS1/VAC8/VMA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119339,NA,NA,NA,NA,NA,0.011507131,NA,NA,NA,NA,NA
307,GO:0098857,membrane microdomain,PST2/VAC8/VMA8,NA,0.013554702,NA,0.015824704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,GO:0098857,membrane microdomain,PST2/VMA8,NA,NA,NA,NA,NA,0.040814536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,GO:0098857,membrane microdomain,RFS1/VAC8/VMA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024153397,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,GO:0099023,vesicle tethering complex,COG1/COG3/COG4/COG6,0.021482826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004326259,NA,0.000574884,NA,NA,NA,NA,NA,NA,NA
311,GO:0099023,vesicle tethering complex,COG3/COG6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02088011,NA,NA,NA
312,GO:0120025,plasma membrane bounded cell projection,AIM21/CAR1/CDC11/END3/LAS17/MID2/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SRV2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,4.21E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,GO:0120025,plasma membrane bounded cell projection,AIM21/CAR1/END3/LAS17/MID2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85E-08,NA,NA
314,GO:0120025,plasma membrane bounded cell projection,AIM21/CAR1/MID2/MYO2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1,NA,NA,NA,NA,NA,NA,NA,8.64E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,GO:0120025,plasma membrane bounded cell projection,AIM21/END3/LAS17/PAN1/SAC6/SHS1/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,GO:0120025,plasma membrane bounded cell projection,CAP2/CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,6.43E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,GO:0120025,plasma membrane bounded cell projection,CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.19E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,GO:0120025,plasma membrane bounded cell projection,CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55E-08,NA,NA,NA,NA,NA
319,GO:0120025,plasma membrane bounded cell projection,END3/MID2/PAN1/SAC6/SFB3/SLA1/SLA2/VRP1,NA,NA,NA,2.28E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,GO:0120025,plasma membrane bounded cell projection,END3/MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1,NA,1.44E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,GO:0120025,plasma membrane bounded cell projection,END3/MID2/PAN1/SLA2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21E-05,NA,NA,NA,NA,NA,NA
322,GO:0120025,plasma membrane bounded cell projection,END3/MID2/SLA1/SMI1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001933267,NA,NA,NA,NA,NA,NA,NA
323,GO:0120025,plasma membrane bounded cell projection,MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92E-05,NA,NA,NA,NA
324,GO:0120025,plasma membrane bounded cell projection,MID2/PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,0.001013812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,GO:0120025,plasma membrane bounded cell projection,MID2/SFB3/SLA1/SLA2,NA,NA,NA,NA,0.025884375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,GO:0120025,plasma membrane bounded cell projection,PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013697298
327,GO:0120025,plasma membrane bounded cell projection,PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01993823,NA,NA,NA
